x,y,z,som,picos
-24.2500,10.5508,-2.8281,27348,0
6.1562,0.9766,0.6562,27295,0
-22.3398,12.6211,-2.2148,27251,0
-15.1367,-9.5977,2.8398,27380,0
7.4648,-3.6602,2.3828,27210,0
-19.6992,-6.1484,1.1172,27419,0
7.0430,-7.9453,3.7227,27226,0
-14.3008,12.7344,-1.9102,27379,0
4.2461,-11.0195,4.5273,27321,0
-8.2031,11.0898,-1.7188,27284,0
-25.2109,2.2383,-0.6836,27414,0
0.5664,-12.8945,5.1406,27237,0
-25.2539,6.6836,-1.4492,27467,0
-4.4492,-12.9336,4.4492,27237,0
2.8281,5.3438,-0.5703,27237,0
-9.5820,-12.0117,3.8750,27415,0
6.0117,1.0898,0.3906,27345,0
-22.1484,12.6992,-1.8711,27316,0
-15.0664,-9.7500,2.4961,27469,0
-18.6953,13.5000,-1.8711,27246,0
-19.5820,-6.6875,1.5391,27484,0
6.7344,-7.5664,3.1875,27280,0
-23.1406,-2.9336,0.2344,27435,0
4.2461,-10.7852,4.3750,27369,0
-8.2422,11.5117,-1.5273,27327,0
0.6055,-12.7734,4.8711,27483,0
-2.5742,9.2500,-1.1797,27282,0
-25.3320,5.9570,-1.3711,27480,0
-4.4492,-12.9727,4.3359,27308,0
-24.6367,9.6719,-1.7930,27403,0
-9.4688,-12.1680,3.6836,27366,0
6.0078,1.8164,0.5820,27338,0
-15.0664,-10.0195,2.1523,27452,0
7.6914,-2.9336,2.1523,27274,0
-18.8906,13.5000,-1.6797,27479,0
-19.7383,-6.8398,0.9258,27253,0
-13.6406,13.3477,-1.1445,27253,0
-23.5625,-2.8164,-0.2227,27419,0
4.2070,-10.9375,4.3750,27333,0
-25.5938,1.8555,-1.6797,27340,0
0.0703,-13.2734,4.7578,27450,0
-1.3867,9.5547,-0.3008,27256,0
-5.4453,-13.4609,3.7227,27509,0
4.2070,5.9922,0.1211,27280,0
-24.6367,10.3594,-1.4883,27432,0
-10.6562,-12.4336,2.9922,27373,0
-21.8789,13.1562,-1.1797,27359,0
-16.0938,-9.8672,1.5781,27472,0
7.8477,-3.8125,2.2266,27289,0
-20.6484,-6.3789,0.6562,27530,0
6.3906,-8.3672,3.4531,27293,0
-12.6484,13.3086,-1.2188,27441,0
-23.8008,-2.2422,-0.4141,27408,0
-6.2891,11.5898,-0.9883,27326,0
-25.6758,2.6211,-1.2188,27497,0
-1.0391,-13.2734,4.3750,27497,0
-25.4805,7.5625,-1.4492,27510,0
-6.7109,-13.1562,3.4531,27510,0
4.9336,4.6914,0.6562,27334,0
-23.8008,10.9336,-1.6406,27436,0
6.5820,0.3633,-0.3008,27443,0
-18.0117,12.6992,-0.2617,27324,0
-19.7344,-9.7109,2.8398,27504,0
-15.3711,13.2344,-0.1094,27348,0
-22.6133,-4.8086,-0.0312,27498,0
5.5859,-9.8711,3.4922,27332,0
-24.7891,-0.7500,-0.2227,27458,0
0.9141,-11.8633,4.1797,27425,0
-3.4531,10.4023,-0.7617,27369,0
-25.2109,4.1172,-1.4492,27508,0
1.7539,7.5234,-0.4922,27315,0
-24.7109,8.7500,-1.2578,27514,0
-8.9688,-12.8945,3.2227,27337,0
-22.2617,12.3906,-1.0664,27444,0
-15.1367,-10.8984,1.8438,27443,0
7.8477,-2.7031,2.1133,27345,0
-18.5078,13.9609,-0.9141,27543,0
6.5820,-7.8359,3.2617,27317,0
-12.8008,13.6562,-0.6445,27500,0
-23.8711,-3.0078,-0.1836,27500,0
-6.4023,11.7734,-0.9531,27378,0
-25.5586,2.1641,-1.0273,27417,0
-0.9648,-13.1172,4.2969,27469,0
-0.7344,9.0938,-0.8359,27360,0
-6.4414,-13.0469,3.5703,27535,0
4.3203,5.1094,0.0078,27313,0
-23.5625,10.7422,-1.4492,27507,0
6.8945,-0.1367,1.3086,27402,0
-20.4258,13.3477,-1.2188,27393,0
-17.4023,-9.1367,1.3477,27505,0
-15.7148,13.9219,-1.1797,27343,0
-21.9961,-5.1914,0.2344,27524,0
5.0898,-9.7891,4.0273,27343,0
-9.9648,12.7344,-0.9141,27477,0
1.0664,-12.8906,4.5273,27407,0
-3.3398,10.5469,-0.8359,27383,0
-25.3672,4.8828,-1.4492,27492,0
2.2539,6.9570,-0.4922,27343,0
-24.5234,9.4414,-1.5664,27499,0
-9.3516,-12.5859,3.2227,27334,0
5.8125,2.1992,0.5430,27334,0
-15.4102,-10.4805,2.0352,27458,0
7.3086,-3.3516,2.3047,27392,0
-17.9336,13.8867,-1.2969,27373,0
6.1211,-8.4102,3.4141,27496,0
-12.3398,13.4219,-1.1445,27308,0
-23.6445,-2.0117,-0.3398,27498,0
2.5586,-12.0469,4.4102,27319,0
-25.4023,3.4648,-1.1445,27447,0
-2.0000,-13.5391,4.3359,27404,0
0.6055,7.8672,-0.7227,27349,0
-7.8594,-12.9727,3.5703,27519,0
5.1641,3.5039,0.2344,27281,0
-22.7227,11.9297,-1.2969,27495,0
7.3867,-1.8984,1.5000,27346,0
-19.3125,13.6562,-1.3711,27414,0
-18.6953,-7.6055,1.2695,27460,0
6.5430,-6.9922,2.8789,27346,0
-22.8008,-3.2383,0.3125,27531,0
3.6328,-11.0586,4.3359,27338,0
-7.6680,11.4727,-1.1445,27338,0
-0.5820,-13.1992,4.6406,27383,0
-1.4609,8.7109,-0.9883,27383,0
-24.7930,6.9141,-1.1797,27429,0
-6.0977,-12.9688,3.9883,27489,0
-23.1836,8.9062,-1.3711,27350,0
-11.7266,-9.9805,3.1094,27553,0
5.9727,0.2461,1.0391,27350,0
-16.3594,-8.2969,2.0742,27513,0
6.2344,-4.8867,2.6484,27409,0
-16.3594,13.4648,-2.0234,27397,0
4.9336,-9.5977,4.2188,27501,0
-10.8477,12.2734,-1.3359,27340,0
-23.7617,0.4023,-0.4141,27526,0
1.0664,-12.8906,4.7578,27339,0
-24.6367,5.9922,-1.2969,27476,0
-4.3359,-13.4648,4.4102,27391,0
2.1758,5.6914,-0.6445,27393,0
-10.1562,-12.1641,3.6445,27495,0
5.9297,0.5156,0.5430,27320,0
-21.3086,13.2734,-1.5664,27520,0
-15.9805,-9.4062,2.1914,27317,0
-17.0859,13.8867,-1.5664,27470,0
-20.9219,-5.2695,0.7344,27470,0
5.6641,-9.7148,3.9141,27397,0
-23.8008,-0.1758,-0.3789,27367,0
1.8320,-12.8945,4.8320,27501,0
-4.7188,10.5156,-1.3359,27299,0
-24.9102,5.3438,-1.4102,27514,0
1.3711,6.3750,-0.7227,27303,0
-24.4844,10.0938,-1.6016,27399,0
-8.9688,-12.5898,3.8359,27419,0
-21.9922,13.1562,-1.7578,27320,0
-14.8672,-10.0586,2.5352,27480,0
7.0430,-4.0820,2.1523,27288,0
-19.7383,-6.0742,1.1953,27485,0
6.2383,-8.7109,3.5703,27323,0
-13.2617,13.0430,-1.8711,27391,0
-22.8359,-1.5547,0.0078,27420,0
-6.8242,10.9688,-1.7188,27316,0
-24.6016,3.7344,-1.3711,27488,0
-1.4258,-13.2773,5.0234,27292,0
-24.4492,8.5977,-2.0234,27464,0
-7.2070,-12.8906,4.3359,27346,0
4.2031,3.4258,0.0430,27346,0
-22.6094,12.1211,-2.1406,27351,0
6.8516,-2.3203,2.0742,27432,0
-19.5430,13.5781,-2.0625,27295,0
-18.6953,-7.4141,1.3477,27475,0
-14.3008,13.4258,-1.7578,27317,0
-22.6133,-2.7031,-0.0703,27437,0
3.6719,-11.4414,4.8320,27351,0
-7.6680,11.5508,-1.6406,27362,0
-0.6953,-13.3945,5.0625,27455,0
-1.2305,8.2500,-1.0664,27292,0
-24.7109,8.1406,-1.7930,27510,0
4.1289,3.8867,0.0430,27320,0
-23.0234,11.8164,-1.9844,27437,0
-12.8398,-11.0156,3.0312,27407,0
-20.0039,13.4648,-1.9844,27363,0
-17.9727,-7.6445,1.5391,27493,0
6.6211,-7.0703,3.3008,27301,0
-14.9062,13.2344,-1.6797,27515,0
3.9766,-11.1680,4.7930,27334,0
-8.3945,11.5469,-1.6016,27334,0
-24.5664,2.3555,-1.1055,27430,0
-1.9219,8.7148,-1.3359,27443,0
-24.5664,7.4883,-1.7188,27337,0
-5.9453,-13.1602,4.5273,27521,0
3.4805,4.3828,-0.1484,27308,0
-12.0312,-11.2812,3.3398,27491,0
6.5781,-0.9766,1.2695,27343,0
-20.3828,13.4258,-1.9844,27406,0
6.5039,-6.4570,2.9922,27460,0
-15.3320,13.4258,-1.8320,27332,0
-21.7656,-3.5820,0.5430,27532,0
-9.0078,11.6641,-1.6797,27342,0
-24.2109,1.8945,-0.8359,27505,0
0.0703,-13.1602,5.0234,27387,0
-2.4961,8.9375,-1.5273,27418,0
-5.7148,-13.1602,4.5273,27494,0
3.1719,4.6914,-0.3789,27321,0
-23.2578,11.2812,-1.9844,27552,0
6.4688,-0.7852,1.1953,27359,0
-20.3477,13.3477,-1.9492,27479,0
-17.3242,-8.3711,2.0352,27444,0
6.4297,-6.4570,3.2227,27406,0
-21.8750,-3.8125,0.3125,27525,0
4.2852,-10.8203,4.6016,27525,0
-9.0078,11.9727,-1.7188,27360,0
-0.0430,-13.1992,4.9492,27578,0
-2.4180,9.0195,-1.4883,27354,0
-24.3672,7.3711,-1.5273,27490,0
-5.9453,-13.1953,4.4883,27463,0
-23.1016,11.3555,-1.7578,27384,0
-12.3398,-11.2812,3.3008,27546,0
6.6211,-1.1328,1.4219,27361,0
-17.7812,-8.1016,1.5391,27552,0
6.4688,-6.6523,3.3008,27383,0
-14.8672,13.3477,-1.6016,27465,0
3.7461,-10.9766,4.8320,27489,0
-8.1289,11.8164,-1.5664,27369,0
